lat,lon,issue,culture,info,link
46.4770361,-84.3201267,<h3> Example: Environmental Sustainability </h3>,<h4> Sault Ste. Marie Tribe of Chippewa Indians </h4>,"Managing the changing environment is an important topic for all populations on earth. This case study looks at past portrayals of American Indian roles in environmental sustainability, the current environmental issues facing indigenous communities, and what one community is doing to make a difference.",<a href='sites/environmental-sustainability.html'>MORE DETAILS </a>
